billing_id,policy_id,customer_id,payment_number,due_date,payment_date,amount_due,amount_paid,payment_status,late_fee,total_amount,payment_method,is_autopay,transaction_id
BIL0001872,POL001292,3119e926-4a02-4756-9415-6673b4bc8d4a,2,2021-05-25,2021-06-03,4092.08,4092.08,Paid,0.0,4092.08,Check,True,65115a1c-2f18-471c-b94e-7f5779828709
BIL0001873,POL000762,c277ddfc-fdfd-4421-b212-029f9474d70c,1,2024-02-19,2024-02-12,1475.64,1475.64,Paid,0.0,1475.64,Credit Card,False,b6b7a523-f02e-46ba-942c-fe7a7255bdcd
BIL0001874,POL000762,c277ddfc-fdfd-4421-b212-029f9474d70c,2,2025-02-13,2025-02-13,1475.64,1475.64,Paid,0.0,1475.64,Credit Card,False,900ef85f-d760-4253-bd9c-1d650cb1b65e
BIL0001875,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,1,2021-07-28,2021-07-23,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,8da2e88f-7dcd-40ea-b88c-27d5d8644af2
BIL0001876,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,2,2021-10-26,2021-10-18,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,ee59dc8c-74e4-4c19-8226-6e9a9f2a2e4f
BIL0001877,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,3,2022-01-24,2022-01-24,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,89bce384-ed7b-4b61-8fc4-d43d9a4a4678
BIL0001878,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,4,2022-04-24,2022-04-27,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,a423568b-5f9d-4f29-ac41-e95f261993d4
BIL0001879,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,5,2022-07-23,2022-07-26,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,102a1068-a25e-4a3f-861a-f3d1f05cb4f9
BIL0001880,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,6,2022-10-21,2022-10-21,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,62f7e8e7-498b-46dc-bb90-fa689e62ce7f
BIL0001881,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,7,2023-01-19,2023-02-02,512.8499999999999,512.8499999999999,Late,25.64,538.4899999999999,Online Payment,True,905d4adb-fdf4-4669-a34a-0e8759e19c22
BIL0001882,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,8,2023-04-19,2023-04-19,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,cbf9732e-f634-4d7f-a45e-cb407ad51210
BIL0001883,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,9,2023-07-18,2023-07-11,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,b10943f2-4606-4673-b63b-58f0368bf2a2
BIL0001884,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,10,2023-10-16,2023-10-09,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,2d5a072e-8d25-4d0e-99e5-f407d8732018
BIL0001885,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,11,2024-01-14,2024-01-10,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,9e33d555-0da8-4c84-bf45-9f0d17da36e6
BIL0001886,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,12,2024-04-13,2024-04-18,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,804e4630-2a97-4661-9cb6-ac6ca5ab419a
BIL0001887,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,13,2024-07-12,2024-07-14,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,fdf26022-9a83-4b4d-afc1-fea2dd1149a5
BIL0001888,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,14,2024-10-10,2024-10-11,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,38f00a44-3646-4cd3-b89b-2aa2f9bdf652
BIL0001889,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,15,2025-01-08,2025-01-04,512.8499999999999,512.8499999999999,Paid,0.0,512.8499999999999,Online Payment,True,6a86023a-51e9-4d4a-8f90-cb9734c61b92
BIL0001890,POL003253,94ad9817-e206-4483-bbb4-76ea9a72fdcd,16,2025-04-08,,512.8499999999999,0.0,Failed,0.0,512.8499999999999,,True,
BIL0001891,POL002817,765fd69d-a1be-4b0c-9434-59bfe5b704d4,1,2025-04-09,2025-04-18,5421.96,5421.96,Late,271.1,5693.06,Bank Transfer,False,02e1eb5a-e428-475f-b376-e8b0ee9e88d8
BIL0001892,POL003488,51faf73f-5920-47eb-b12d-549c8c388dd8,1,2025-05-03,2025-05-09,4051.1400000000003,4051.1400000000003,Paid,0.0,4051.1400000000003,Online Payment,False,7e1cb3db-9ca2-4231-a563-b138a9af9983
BIL0001893,POL001522,3671af4d-51f5-4f7c-aafa-0aa317d43556,1,2024-04-09,2024-04-12,2434.92,2434.92,Late,121.75,2556.67,Bank Transfer,False,2abad265-1482-4a4b-b4a7-6830f9da571f
BIL0001894,POL001522,3671af4d-51f5-4f7c-aafa-0aa317d43556,2,2025-04-04,2025-04-06,2434.92,2434.92,Paid,0.0,2434.92,Bank Transfer,False,3882df11-36fb-49b9-b282-1159bd756b40
BIL0001895,POL004423,77ce05b6-c2c9-45e6-bee9-5aad9c258d87,1,2021-10-01,2021-10-04,4435.0199999999995,4435.0199999999995,Paid,0.0,4435.0199999999995,Credit Card,True,0b22272c-c67b-4fc5-870b-f059b5c4fdee
BIL0001896,POL004423,77ce05b6-c2c9-45e6-bee9-5aad9c258d87,2,2022-03-30,2022-03-30,4435.0199999999995,4435.0199999999995,Paid,0.0,4435.0199999999995,Credit Card,True,88bff6b3-e428-46e6-add4-84666c409bae
BIL0001897,POL004423,77ce05b6-c2c9-45e6-bee9-5aad9c258d87,3,2022-09-26,2022-09-18,4435.0199999999995,4435.0199999999995,Paid,0.0,4435.0199999999995,Credit Card,True,ef607b7c-db3a-44c4-aa71-b0ef5397931e
BIL0001898,POL004076,a7f71143-9eb9-4c9b-97ad-ac156756ce89,1,2024-10-15,2024-10-11,506.58,506.58,Paid,0.0,506.58,Online Payment,True,016589c4-419c-4d2c-b21c-5777a47f1ab8
BIL0001899,POL004076,a7f71143-9eb9-4c9b-97ad-ac156756ce89,2,2024-11-14,2024-11-12,506.58,506.58,Paid,0.0,506.58,Online Payment,True,d357ab54-3c30-40bd-9774-55ecd8f21577
BIL0001900,POL004076,a7f71143-9eb9-4c9b-97ad-ac156756ce89,3,2024-12-14,2024-12-13,506.58,506.58,Paid,0.0,506.58,Online Payment,True,94cd736a-dee7-4774-87fd-bc913af35f56
BIL0001901,POL004076,a7f71143-9eb9-4c9b-97ad-ac156756ce89,4,2025-01-13,2025-01-10,506.58,506.58,Paid,0.0,506.58,Online Payment,True,a935fa78-bd7d-4bcd-8d86-508b3642dbf6
BIL0001902,POL004076,a7f71143-9eb9-4c9b-97ad-ac156756ce89,5,2025-02-12,2025-02-12,506.58,506.58,Paid,0.0,506.58,Online Payment,True,fd291395-1096-448b-9ade-271ce0f8eb38
BIL0001903,POL004076,a7f71143-9eb9-4c9b-97ad-ac156756ce89,6,2025-03-14,2025-03-10,506.58,506.58,Paid,0.0,506.58,Online Payment,True,e19ecaa0-2e31-4222-9d7f-8eba2faeadc1
BIL0001904,POL004076,a7f71143-9eb9-4c9b-97ad-ac156756ce89,7,2025-04-13,2025-05-11,506.58,506.58,Overdue,50.66,557.24,Online Payment,True,513281df-a41a-4159-a6e7-5d2a8317aa76
BIL0001905,POL006544,0c8ee6ac-d060-455b-8302-42b04a8c6ced,1,2021-10-11,2021-10-05,729.66,729.66,Paid,0.0,729.66,Check,False,7b2793b6-8a09-4238-8bdb-b3796f7ed6b6
BIL0001906,POL006544,0c8ee6ac-d060-455b-8302-42b04a8c6ced,2,2022-04-09,2022-04-13,729.66,729.66,Paid,0.0,729.66,Check,False,f07458ff-747e-408d-9d1e-00db00a42f18
BIL0001907,POL006544,0c8ee6ac-d060-455b-8302-42b04a8c6ced,3,2022-10-06,2022-10-05,729.66,729.66,Paid,0.0,729.66,Check,False,edc79d39-7607-4c0c-bb2d-df7bde982e05
BIL0001908,POL006544,0c8ee6ac-d060-455b-8302-42b04a8c6ced,4,2023-04-04,2023-05-11,729.66,729.66,Overdue,72.97,802.63,Check,False,d8004d14-9cd5-4031-ade3-73518cbff064
BIL0001909,POL006544,0c8ee6ac-d060-455b-8302-42b04a8c6ced,5,2023-10-01,2023-10-03,729.66,729.66,Paid,0.0,729.66,Check,False,7c830cca-1cbe-4d3a-adc0-a6ba3976882c
BIL0001910,POL006544,0c8ee6ac-d060-455b-8302-42b04a8c6ced,6,2024-03-29,,729.66,0.0,Pending,0.0,729.66,,False,
BIL0001911,POL006544,0c8ee6ac-d060-455b-8302-42b04a8c6ced,7,2024-09-25,2024-09-20,729.66,729.66,Paid,0.0,729.66,Check,False,f8caeab5-16f9-43fa-9bd1-42fdd0cfe003
BIL0001912,POL006544,0c8ee6ac-d060-455b-8302-42b04a8c6ced,8,2025-03-24,2025-03-23,729.66,729.66,Paid,0.0,729.66,Check,False,58051def-cce0-4bbf-816a-0ee75e7b78a2
BIL0001913,POL000049,5943c526-a425-420d-955d-9591690879f1,1,2020-12-10,,2016.2400000000002,0.0,Failed,0.0,2016.2400000000002,,False,
BIL0001914,POL000049,5943c526-a425-420d-955d-9591690879f1,2,2021-03-10,2021-03-10,2016.2400000000002,2016.2400000000002,Paid,0.0,2016.2400000000002,Online Payment,False,ff37de0b-0113-4775-b81e-e199582df41d
BIL0001915,POL000049,5943c526-a425-420d-955d-9591690879f1,3,2021-06-08,2021-06-23,2016.2400000000002,2016.2400000000002,Late,100.81,2117.05,Online Payment,False,26ba2665-3a22-4e2b-87e8-bd16a86b4161
BIL0001916,POL000049,5943c526-a425-420d-955d-9591690879f1,4,2021-09-06,2021-09-12,2016.2400000000002,2016.2400000000002,Paid,0.0,2016.2400000000002,Online Payment,False,57189c9c-15bb-483e-8c64-292fc366bf9c
BIL0001917,POL000049,5943c526-a425-420d-955d-9591690879f1,5,2021-12-05,2021-11-23,2016.2400000000002,2016.2400000000002,Paid,0.0,2016.2400000000002,Online Payment,False,953a431e-ddbe-4046-b83a-8d6d7d0db71a
BIL0001918,POL001358,4d5c1304-6012-4f40-a72a-f53df732f445,1,2022-05-31,2022-06-14,2839.56,2839.56,Late,141.98,2981.54,Check,True,47d72076-cc3c-4aa2-9851-2c30aa85d4fa
BIL0001919,POL001358,4d5c1304-6012-4f40-a72a-f53df732f445,2,2023-05-26,2023-05-22,2839.56,2839.56,Paid,0.0,2839.56,Check,True,2ef219d8-820a-4aea-a6c9-d45546278d61
BIL0001920,POL006788,6c0a44bd-f5db-4bb6-b677-5eb261b738a0,1,2023-09-13,2023-09-13,2156.7599999999998,2156.7599999999998,Paid,0.0,2156.7599999999998,Credit Card,True,4c6fb8de-7384-4c0b-9425-0cd1623e81a4
BIL0001921,POL006788,6c0a44bd-f5db-4bb6-b677-5eb261b738a0,2,2024-03-11,2024-03-16,2156.7599999999998,2156.7599999999998,Paid,0.0,2156.7599999999998,Credit Card,True,0ef9437e-1017-4b3e-a7b1-05d35b47665d
BIL0001922,POL006788,6c0a44bd-f5db-4bb6-b677-5eb261b738a0,3,2024-09-07,2024-08-31,2156.7599999999998,2156.7599999999998,Paid,0.0,2156.7599999999998,Credit Card,True,9408384c-7b40-4689-8eb6-1cefe0bd0aad
BIL0001923,POL002281,e1fcbe53-8212-4131-a735-834c80613514,1,2022-06-28,2022-07-09,2341.02,2341.02,Paid,0.0,2341.02,Check,True,b26403db-c4e4-4642-87d7-c487b1996f9b
BIL0001924,POL002281,e1fcbe53-8212-4131-a735-834c80613514,2,2022-12-25,2022-12-26,2341.02,2341.02,Paid,0.0,2341.02,Check,True,5b2b4cca-62e0-4667-8b4d-58523b78205d
BIL0001925,POL002281,e1fcbe53-8212-4131-a735-834c80613514,3,2023-06-23,2023-06-24,2341.02,2341.02,Paid,0.0,2341.02,Check,True,271a74a7-59e3-41df-ae8c-96c830602ed8
BIL0001926,POL004985,9fe8f4a1-f6ea-478a-9cac-f73bb8c41715,1,2023-02-12,2023-02-05,4910.28,4910.28,Paid,0.0,4910.28,Online Payment,False,91c5b5e4-3682-427c-89a3-a79a5640cec1
BIL0001927,POL004985,9fe8f4a1-f6ea-478a-9cac-f73bb8c41715,2,2023-08-11,2023-08-11,4910.28,4910.28,Paid,0.0,4910.28,Online Payment,False,5c25fc08-bb61-4aaf-b32b-d8c982c09fca
BIL0001928,POL005064,7c686dd6-538d-434f-a4ec-d2a5b4949149,1,2025-01-13,2025-02-07,779.31,779.31,Overdue,77.93,857.24,Check,False,fb92950b-63ad-45ba-a6c5-1b5365b16bed
BIL0001929,POL005064,7c686dd6-538d-434f-a4ec-d2a5b4949149,2,2025-04-13,2025-04-14,779.31,779.31,Paid,0.0,779.31,Check,False,d12de2c0-6426-441c-ac07-13c2661cf2a4
BIL0001930,POL004593,324fc415-bf14-4383-92f5-0278927a5e96,1,2022-11-14,2022-12-21,528.24,528.24,Overdue,52.82,581.0600000000001,Credit Card,True,1ef3fe18-d360-4b87-9769-27c9d9264fdf
BIL0001931,POL004593,324fc415-bf14-4383-92f5-0278927a5e96,2,2023-02-12,2023-02-23,528.24,528.24,Late,26.41,554.65,Credit Card,True,aedc016f-5edf-49e0-b224-d28f5a833de5
BIL0001932,POL004593,324fc415-bf14-4383-92f5-0278927a5e96,3,2023-05-13,2023-05-07,528.24,528.24,Paid,0.0,528.24,Credit Card,True,04511181-ba32-49a1-827f-eb053452f17a
BIL0001933,POL004593,324fc415-bf14-4383-92f5-0278927a5e96,4,2023-08-11,2023-09-21,528.24,528.24,Overdue,52.82,581.0600000000001,Credit Card,True,2e095914-c9ad-43e7-85a6-7e3fd17b9415
BIL0001934,POL004593,324fc415-bf14-4383-92f5-0278927a5e96,5,2023-11-09,2023-11-14,528.24,528.24,Paid,0.0,528.24,Credit Card,True,0bcf1551-9a39-4a34-bd59-51fad299eb3c
BIL0001935,POL003002,88b95dc0-72cc-4868-aedd-9295d29ea20c,1,2021-03-22,2021-03-26,399.51,399.51,Paid,0.0,399.51,Bank Transfer,False,6b323a60-b37d-450b-bb9b-4fa6e01888d6
BIL0001936,POL003002,88b95dc0-72cc-4868-aedd-9295d29ea20c,2,2021-06-20,2021-06-25,399.51,399.51,Paid,0.0,399.51,Bank Transfer,False,bcb0fcb0-f09b-40be-a6f8-f4ddb18d6744
BIL0001937,POL003002,88b95dc0-72cc-4868-aedd-9295d29ea20c,3,2021-09-18,2021-09-14,399.51,399.51,Paid,0.0,399.51,Bank Transfer,False,40e33106-bda7-4821-9371-a329d339ca59
BIL0001938,POL003002,88b95dc0-72cc-4868-aedd-9295d29ea20c,4,2021-12-17,2021-12-17,399.51,399.51,Paid,0.0,399.51,Bank Transfer,False,cac009e8-d44d-4c9e-a3aa-5050a1378e94
BIL0001939,POL003002,88b95dc0-72cc-4868-aedd-9295d29ea20c,5,2022-03-17,2022-03-23,399.51,399.51,Paid,0.0,399.51,Bank Transfer,False,23db8e86-6f75-4fe0-a4eb-41f333241281
BIL0001940,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,1,2021-01-27,2021-01-21,403.72,403.72,Paid,0.0,403.72,Check,False,d64b0126-0247-41c9-bae4-3b2dea99c3a8
BIL0001941,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,2,2021-02-26,2021-03-03,403.72,403.72,Paid,0.0,403.72,Check,False,2582305e-3f57-4d29-a0c1-dd0fc2a205b1
BIL0001942,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,3,2021-03-28,2021-03-26,403.72,403.72,Paid,0.0,403.72,Check,False,c26ec83e-8d0d-4a5e-ae99-97da0f045bc8
BIL0001943,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,4,2021-04-27,2021-04-23,403.72,403.72,Paid,0.0,403.72,Check,False,259706c8-00b9-4336-b69c-5fd0a890f5ed
BIL0001944,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,5,2021-05-27,2021-05-27,403.72,403.72,Paid,0.0,403.72,Check,False,985c7833-d4b4-4a15-8957-3b461f80561c
BIL0001945,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,6,2021-06-26,2021-06-27,403.72,403.72,Late,20.19,423.91,Check,False,0a88c5c6-63a3-45bd-9b60-257229eb11fd
BIL0001946,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,7,2021-07-26,2021-07-17,403.72,403.72,Paid,0.0,403.72,Check,False,9bc646ac-bd22-4b37-aa3d-9f943430e092
BIL0001947,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,8,2021-08-25,2021-08-25,403.72,403.72,Paid,0.0,403.72,Check,False,e33b04a4-aeb2-472e-be1e-595f2165c4a9
BIL0001948,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,9,2021-09-24,2021-09-25,403.72,403.72,Late,20.19,423.91,Check,False,5362e8cd-e519-4876-a55f-a7dc86d8b46e
BIL0001949,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,10,2021-10-24,2021-10-30,403.72,403.72,Paid,0.0,403.72,Check,False,d8d15f9b-f5a8-4cf7-a35c-1653f862b769
BIL0001950,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,11,2021-11-23,2021-12-03,403.72,403.72,Late,20.19,423.91,Check,False,e42f6dad-77fa-4acf-b971-0010bd4e076f
BIL0001951,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,12,2021-12-23,2022-01-01,403.72,403.72,Paid,0.0,403.72,Check,False,c0234b4e-a320-4d33-8663-552286724559
BIL0001952,POL006076,8d72d997-9551-4472-b3f1-0312a073d4e6,13,2022-01-22,2022-01-25,403.72,403.72,Late,20.19,423.91,Check,False,906c866e-0f7f-4777-b0ed-41c645b109b9
BIL0001953,POL007012,f6435cf1-140a-4216-b92a-f34b1301555e,1,2025-03-09,2025-03-12,1156.16,1156.16,Paid,0.0,1156.16,Credit Card,True,f1c1a807-038c-44cd-bca9-073aaa58379e
BIL0001954,POL007012,f6435cf1-140a-4216-b92a-f34b1301555e,2,2025-04-08,2025-04-10,1156.16,1156.16,Paid,0.0,1156.16,Credit Card,True,6d2d0735-d395-499c-973f-d3fd485f134b
BIL0001955,POL007012,f6435cf1-140a-4216-b92a-f34b1301555e,3,2025-05-08,2025-05-14,1156.16,1156.16,Paid,0.0,1156.16,Credit Card,True,fd668b9e-f3d7-431f-9b2c-f4afbf0db4e1
BIL0001956,POL001235,0a60df04-eced-400e-82c0-a9c89baee657,1,2024-04-19,2024-04-08,1381.83,1381.83,Paid,0.0,1381.83,Bank Transfer,True,8ce18b0c-635a-4ea6-8e35-0b258065f5bc
BIL0001957,POL001235,0a60df04-eced-400e-82c0-a9c89baee657,2,2024-07-18,2024-07-16,1381.83,1381.83,Paid,0.0,1381.83,Bank Transfer,True,50c97fd3-bfbe-44b0-940d-3edb6b89bc26
BIL0001958,POL001235,0a60df04-eced-400e-82c0-a9c89baee657,3,2024-10-16,2024-10-07,1381.83,1381.83,Paid,0.0,1381.83,Bank Transfer,True,033d3cc4-f9c7-4b8e-9fca-2e31dd5bc805
BIL0001959,POL001235,0a60df04-eced-400e-82c0-a9c89baee657,4,2025-01-14,2025-01-17,1381.83,1381.83,Paid,0.0,1381.83,Bank Transfer,True,eb06f61b-ad12-429f-9234-8b44b8d8b741
BIL0001960,POL001235,0a60df04-eced-400e-82c0-a9c89baee657,5,2025-04-14,2025-04-11,1381.83,1381.83,Paid,0.0,1381.83,Bank Transfer,True,050c663f-6f41-4c81-b8fc-5ff2285d5894
BIL0001961,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,1,2020-07-21,2020-08-05,545.95,545.95,Paid,0.0,545.95,Online Payment,True,9ed622fc-e406-47fa-80eb-3d117538026e
BIL0001962,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,2,2020-08-20,2020-08-18,545.95,545.95,Paid,0.0,545.95,Online Payment,True,f95f0937-ba95-48da-a8e3-d471e59d6999
BIL0001963,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,3,2020-09-19,2020-09-19,545.95,545.95,Paid,0.0,545.95,Online Payment,True,59184f07-5192-4052-8a4a-ef191043865e
BIL0001964,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,4,2020-10-19,2020-10-31,545.95,545.95,Late,27.3,573.25,Online Payment,True,24088e3d-f29d-4b0e-81cd-9389290a4bd8
BIL0001965,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,5,2020-11-18,2020-11-16,545.95,545.95,Paid,0.0,545.95,Online Payment,True,dc49427c-e198-492b-8453-0db66889f3a8
BIL0001966,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,6,2020-12-18,2020-12-12,545.95,545.95,Paid,0.0,545.95,Online Payment,True,7858929f-6a1a-42cf-a86c-84d40f4f51f1
BIL0001967,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,7,2021-01-17,2021-01-11,545.95,545.95,Paid,0.0,545.95,Online Payment,True,d4f37a31-5f69-4c7c-b1a3-2ced964b79d1
BIL0001968,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,8,2021-02-16,2021-02-06,545.95,545.95,Paid,0.0,545.95,Online Payment,True,5663a4fa-9422-4cf8-9e35-6f640dbc4150
BIL0001969,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,9,2021-03-18,2021-03-20,545.95,545.95,Paid,0.0,545.95,Online Payment,True,8ace8e8f-4504-4aa2-955c-e26ff603b174
BIL0001970,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,10,2021-04-17,2021-04-15,545.95,545.95,Paid,0.0,545.95,Online Payment,True,8c60e6ef-fc49-4dfb-a07a-79434c88b482
BIL0001971,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,11,2021-05-17,2021-05-26,545.95,545.95,Paid,0.0,545.95,Online Payment,True,0efaa1c7-bb88-45bd-82fe-b88c9ea74882
BIL0001972,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,12,2021-06-16,2021-06-10,545.95,545.95,Paid,0.0,545.95,Online Payment,True,a8ab0856-13c9-4166-8885-ee4b2f151850
BIL0001973,POL007067,0e561394-fda6-4c21-9e74-d0439270c311,13,2021-07-16,2021-07-23,545.95,545.95,Paid,0.0,545.95,Online Payment,True,99497426-defe-468b-a5b4-b1b3955cb644
BIL0001974,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,1,2021-06-12,,93.51,0.0,Pending,0.0,93.51,,False,
BIL0001975,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,2,2021-07-12,2021-08-16,93.51,93.51,Overdue,9.35,102.86,Check,False,b3f91d92-087e-4dda-bdc3-ed848b28ab8b
BIL0001976,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,3,2021-08-11,2021-09-05,93.51,93.51,Overdue,9.35,102.86,Check,False,fd8e7bbb-9b5d-4b7e-89ad-cbad0b05c3c0
BIL0001977,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,4,2021-09-10,2021-09-09,93.51,93.51,Paid,0.0,93.51,Check,False,57aad4e3-a888-49c2-a0bf-b25f2795ed74
BIL0001978,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,5,2021-10-10,2021-10-16,93.51,93.51,Paid,0.0,93.51,Check,False,5ff39d95-ba9d-4d98-b080-17c87a368565
BIL0001979,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,6,2021-11-09,2021-11-06,93.51,93.51,Paid,0.0,93.51,Check,False,59876a79-bf7c-4fa6-a940-97c12aa8ea5c
BIL0001980,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,7,2021-12-09,2021-12-29,93.51,93.51,Overdue,9.35,102.86,Check,False,a62513c7-6ea0-47b6-9a53-14dfdced9e69
BIL0001981,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,8,2022-01-08,2022-01-08,93.51,93.51,Paid,0.0,93.51,Check,False,692ef014-0fb2-4a24-85cb-55f22ea38f0e
BIL0001982,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,9,2022-02-07,2022-02-03,93.51,93.51,Paid,0.0,93.51,Check,False,2020bdaa-aa0a-4907-b826-03ae1b1d4651
BIL0001983,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,10,2022-03-09,2022-03-10,93.51,93.51,Paid,0.0,93.51,Check,False,5b8d4b7a-c024-4b53-887b-081d197f7dd3
BIL0001984,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,11,2022-04-08,2022-04-11,93.51,93.51,Paid,0.0,93.51,Check,False,2f4bf90c-d6ca-4d0a-abdb-30df6f80dce7
BIL0001985,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,12,2022-05-08,2022-05-04,93.51,93.51,Paid,0.0,93.51,Check,False,04970d67-0cf8-4cdd-8478-0c91ae33b768
BIL0001986,POL000001,57fc965b-99c8-46d0-8eca-25b08ba5d750,13,2022-06-07,2022-06-09,93.51,93.51,Paid,0.0,93.51,Check,False,117738c2-aed2-4a9c-bd86-d4a4df9af432
BIL0001987,POL003522,3c95de98-013e-47f3-b9e0-097fa7b34011,1,2020-07-30,2020-07-19,2356.5,2356.5,Paid,0.0,2356.5,Online Payment,False,957e86e9-4926-49bd-b6dc-4ecdeafdda5f
BIL0001988,POL003522,3c95de98-013e-47f3-b9e0-097fa7b34011,2,2020-10-28,2020-11-18,2356.5,2356.5,Overdue,235.65,2592.15,Online Payment,False,dd40e8a8-537d-4a78-93a4-91534c2abd43
BIL0001989,POL003522,3c95de98-013e-47f3-b9e0-097fa7b34011,3,2021-01-26,2021-01-24,2356.5,2356.5,Paid,0.0,2356.5,Online Payment,False,7d01a6f0-6361-4836-b059-6fe18ef3ddc3
BIL0001990,POL003522,3c95de98-013e-47f3-b9e0-097fa7b34011,4,2021-04-26,2021-04-27,2356.5,2356.5,Paid,0.0,2356.5,Online Payment,False,4ee50676-d309-4671-95da-5d200c72e87d
BIL0001991,POL003522,3c95de98-013e-47f3-b9e0-097fa7b34011,5,2021-07-25,2021-07-29,2356.5,2356.5,Paid,0.0,2356.5,Online Payment,False,26f5b0d6-1e80-4745-b32a-22c38157f83d
BIL0001992,POL005175,2e125282-42ec-4595-8a4a-89a60e4ff305,1,2021-02-20,2021-02-20,220.5,220.5,Paid,0.0,220.5,Bank Transfer,True,f3f75b2a-4089-40cc-b8c7-ab8123c8963d
BIL0001993,POL005175,2e125282-42ec-4595-8a4a-89a60e4ff305,2,2021-05-21,2021-05-23,220.5,220.5,Paid,0.0,220.5,Bank Transfer,True,11697a7f-235e-4e3a-8f07-c71b5beba94a
BIL0001994,POL005175,2e125282-42ec-4595-8a4a-89a60e4ff305,3,2021-08-19,2021-08-22,220.5,220.5,Late,11.02,231.52,Bank Transfer,True,35c832b1-0fe3-4c0e-a733-28a9375f3c54
BIL0001995,POL003698,6370dfeb-cb8d-4a97-9ba2-5c7507d0834d,1,2023-10-05,2023-10-11,3024.83,3024.83,Late,151.24,3176.0699999999997,Online Payment,True,bf0b76e9-f1d0-4803-8966-9588a2cb2b55
BIL0001996,POL003698,6370dfeb-cb8d-4a97-9ba2-5c7507d0834d,2,2024-09-29,,3024.83,0.0,Pending,0.0,3024.83,,True,
