policy_id,customer_id,agent_id,policy_type,policy_subtype,effective_date,expiration_date,renewal_date,policy_term_years,annual_premium,monthly_premium,payment_frequency,payment_method,coverage_level,policy_status,underwriting_grade,underwriting_score,is_loyalty_member,bundle_discount,discount_percentage,total_discount_amount,net_premium,auto_renewal,last_modified_date,policy_notes
POL000397,96d15ed5-3f7d-409e-a1d4-a6b1c006f21d,AG0007,Health,Medicare Supplement,2020-11-21,2021-05-22,2025-11-20,0.5,16194.89,1349.57,Quarterly,Check,100,Active,A+,80,False,False,0,0.0,16194.89,False,2022-04-29,Table nothing necessary contain hair big. From car dinner citizen health.
POL000398,45e67986-3cfa-4b85-bfaf-b0df823ab9cf,AG0111,Health,Medicare Supplement,2023-11-05,2024-11-04,2025-11-04,1.0,9817.17,818.1,Quarterly,Online Payment,84,Active,A,71,True,True,22,2159.78,7657.39,True,2025-02-01,Effect management machine call purpose drive purpose. Line hard summer.
POL000399,d54c127e-d775-4e87-ad63-2e23a2773b91,AG0138,Commercial,Professional Liability,2024-09-15,2025-09-15,2025-09-15,1.0,5137.33,428.11,Semi-Annual,Bank Transfer,88,Active,D,68,False,True,15,770.6,4366.73,False,2024-10-02,
POL000400,aef3bd27-8f0a-4661-8776-b146e0a9f49e,AG0020,Auto,Full Coverage,2022-02-14,2023-02-14,2026-02-13,1.0,2123.36,176.95,Monthly,Check,79,Active,B+,61,False,True,10,212.34,1911.02,True,2024-03-17,Hand nor much authority personal. Without participant law.
POL000401,92a0a3e7-d730-4ddc-b1d9-ed63ff404c0e,AG0137,Umbrella,Standard,2022-07-24,2023-07-24,2025-07-23,1.0,1006.58,83.88,Annual,Credit Card,90,Active,B+,75,False,True,10,100.66,905.92,False,2023-08-07,
POL000402,423a41fc-cf9b-485c-a79c-0c630ac9d426,AG0010,Life,Universal,2023-09-11,2033-09-10,2033-09-10,10.0,2299.55,191.63,Annual,Bank Transfer,100,Active,B+,100,True,True,7,160.97,2138.58,True,2025-04-03,
POL000403,7cc4ad8c-7f90-43d1-9ee8-af9f4f1e72ed,AG0049,Renters,Custom,2023-07-11,2024-07-10,2025-07-10,1.0,1282.34,106.86,Semi-Annual,Credit Card,86,Lapsed,A,72,True,True,12,153.88,1128.46,False,2025-02-26,
POL000404,0a2ed568-6325-4f7a-b5c0-3d9288c027fb,AG0111,Commercial,Business Interruption,2023-04-16,2024-04-15,2026-04-15,1.0,6834.55,569.55,Quarterly,Online Payment,60,Active,B+,82,False,True,15,1025.18,5809.37,True,2025-05-01,
POL000405,23fd7124-55fa-4366-937c-4c3c7d62b5c2,AG0088,Commercial,Business Interruption,2023-06-21,2023-12-20,2025-06-19,0.5,4824.85,402.07,Semi-Annual,Online Payment,78,Active,D,78,False,False,0,0.0,4824.85,True,2024-07-15,Process or leg option industry color statement. Do black necessary ten.
POL000406,fca6e4b6-4791-44e3-b3cc-2b43b3c3d3c1,AG0084,Commercial,Professional Liability,2022-12-21,2023-12-21,2025-12-20,1.0,5656.78,471.4,Monthly,Check,100,Active,C+,62,False,True,5,282.84,5373.94,False,2023-09-16,
POL000407,454c3875-1ac1-4c20-b859-1ac0288e215e,AG0146,Commercial,Business Interruption,2022-01-09,2023-01-09,2026-01-08,1.0,7717.58,643.13,Quarterly,Online Payment,61,Active,B+,69,False,False,0,0.0,7717.58,False,2024-09-06,
POL000408,47eb61ea-528d-4272-aa45-46d4cc20ce75,AG0128,Professional Liability,Legal,2022-12-24,2023-12-24,2025-12-23,1.0,3315.96,276.33,Quarterly,Credit Card,87,Active,C,78,False,True,10,331.6,2984.36,False,2024-09-19,"The role country with might. Level meeting less.
Factor simply news hundred. Individual red can."
POL000409,a83dcfd1-bf2f-4f5d-904a-bb8b11922706,AG0067,Health,Individual,2025-03-23,2026-03-23,2026-03-23,1.0,6476.78,539.73,Quarterly,Check,61,Renewed,C+,81,True,False,10,647.68,5829.1,True,2025-05-23,World point appear man left concern population heavy.
POL000410,67fbe588-0895-44ba-b47f-cff1714d6d62,AG0147,Health,Family,2023-05-25,2024-05-24,2026-05-24,1.0,7869.98,655.83,Quarterly,Check,56,Active,A+,61,False,False,0,0.0,7869.98,True,2024-12-22,
POL000411,ff905940-ca64-46b6-939c-c0c9679876ca,AG0040,Renters,Basic,2020-08-28,2021-08-28,2025-08-28,1.0,787.3,65.61,Quarterly,Online Payment,73,Active,A,65,False,False,0,0.0,787.3,False,2023-09-08,
POL000412,5aff1b6f-9e00-4895-a60b-8f6bcc170c2f,AG0123,Commercial,Property,2024-06-24,2025-06-24,2025-06-24,1.0,8941.79,745.15,Annual,Online Payment,88,Active,B,75,False,False,0,0.0,8941.79,True,2025-05-27,
POL000413,341e8673-7214-40e2-be09-2d0d1380d834,AG0053,Professional Liability,Consulting,2023-04-17,2024-04-16,2026-04-16,1.0,3557.08,296.42,Monthly,Bank Transfer,100,Active,B,69,False,False,0,0.0,3557.08,True,2024-04-27,
POL000414,765038cc-9297-4de1-bde1-f1a892a19273,AG0031,Business Liability,General,2024-08-03,2025-08-03,2025-08-03,1.0,7561.37,630.11,Annual,Online Payment,73,Active,B,86,True,False,5,378.07,7183.3,True,2025-02-10,
POL000415,867930d9-3cf4-4f93-8962-b877834e7252,AG0032,Umbrella,Standard,2022-01-04,2023-01-04,2026-01-03,1.0,1386.37,115.53,Semi-Annual,Online Payment,73,Renewed,C,89,True,True,22,305.0,1081.37,True,2023-11-21,
POL000416,d715229a-9851-4f03-8f3c-f5ab21d479cb,AG0104,Renters,Custom,2021-02-03,2022-02-03,2026-02-03,1.0,1213.43,101.12,Annual,Check,83,Active,D,43,True,True,15,182.01,1031.42,True,2022-03-22,
POL000417,f49b2519-22a6-4844-bcb7-03c9bece077b,AG0116,Umbrella,Standard,2024-09-25,2025-09-25,2025-09-25,1.0,1835.4,152.95,Quarterly,Check,92,Active,A+,82,False,False,0,0.0,1835.4,True,2025-01-13,
POL000418,50d05e55-dfbe-42f2-b3f1-29fd4aef419d,AG0124,Auto,Liability Only,2024-12-25,2025-06-25,2025-06-25,0.5,3289.93,274.16,Quarterly,Check,89,Active,D,49,False,False,0,0.0,3289.93,True,2024-12-30,Act truth from throughout industry. Single few write cover fight administration world.
POL000419,4136477c-95ba-4ddd-9ca0-8981735a9000,AG0136,Auto,Liability Only,2024-07-21,2025-07-21,2025-07-21,1.0,1506.42,125.54,Quarterly,Bank Transfer,65,Active,B+,64,False,False,0,0.0,1506.42,True,2025-03-12,
POL000420,8c0ecf2e-2fdb-4a4d-a303-81989173482b,AG0012,Life,Whole Life,2024-09-19,2029-09-19,2029-09-19,5.0,1578.28,131.52,Quarterly,Bank Transfer,62,Active,A,92,False,False,0,0.0,1578.28,True,2025-02-12,Current work inside young hot. Social compare nearly we. Floor husband spend six stage.
POL000421,03fdad72-b797-4923-9e1c-88512cbd0496,AG0150,Professional Liability,IT,2023-11-13,2024-05-13,2025-11-11,0.5,4532.83,377.74,Monthly,Bank Transfer,74,Active,C,71,False,False,0,0.0,4532.83,False,2024-08-24,
POL000422,851586df-6d76-4cb6-8a64-f64ea7a0d8a5,AG0063,Business Liability,Product,2020-06-19,2021-06-19,2025-06-19,1.0,4347.5,362.29,Annual,Bank Transfer,83,Active,C,78,False,True,5,217.38,4130.12,False,2021-09-17,
POL000423,cd285309-9a7c-4212-8140-2210df1fd8e4,AG0087,Renters,Premium,2025-04-12,2025-10-11,2025-10-11,0.5,560.82,46.74,Semi-Annual,Online Payment,24,Active,A,64,True,False,2,11.22,549.6,False,2025-05-12,
POL000424,cc0c68bb-4e68-4aae-bcd2-e5c66cbf8733,AG0037,Commercial,Business Interruption,2024-02-18,2025-02-17,2026-02-17,1.0,5681.5,473.46,Monthly,Online Payment,53,Active,D,76,False,True,5,284.08,5397.42,True,2024-09-03,
POL000425,5647d3d4-fb53-4f93-9a0f-bd0144f26d5b,AG0075,Professional Liability,IT,2020-10-28,2021-10-28,2025-10-28,1.0,4921.74,410.14,Quarterly,Credit Card,70,Cancelled,C+,72,False,True,5,246.09,4675.65,False,2025-03-02,
POL000426,b466cb76-475e-46de-be78-96faad9d7e01,AG0072,Health,Family,2022-01-11,2022-07-12,2025-07-11,0.5,11214.01,934.5,Monthly,Online Payment,43,Active,B+,68,True,True,7,784.98,10429.03,False,2025-05-16,Learn player ten adult small far focus. Night war set third when forget nation.
POL000427,843c57fa-6c7a-4e2e-83ed-bd7cce881a69,AG0029,Life,Term,2022-03-27,2032-03-26,2032-03-26,10.0,2895.58,241.3,Semi-Annual,Check,91,Active,B,88,True,True,12,347.47,2548.11,False,2024-08-08,
POL000428,550f21f6-8a4a-4963-a617-bceb0a1e7dd6,AG0110,Commercial,General Liability,2022-01-04,2023-01-04,2026-01-03,1.0,8371.84,697.65,Semi-Annual,Credit Card,85,Active,A,55,False,True,5,418.59,7953.25,False,2023-12-24,
POL000429,d23663b2-89f4-4cc7-8a28-bd5a9d896e4c,AG0045,Commercial,General Liability,2021-03-25,2021-09-23,2025-09-23,0.5,6430.07,535.84,Annual,Bank Transfer,93,Active,C,80,False,True,15,964.51,5465.56,False,2022-09-03,Generation purpose stage concern sell ten trip. Including economy forward authority heavy.
POL000430,287fc047-702f-46c0-808a-8b89ee5f6a3e,AG0081,Professional Liability,Legal,2023-06-21,2024-06-20,2025-06-20,1.0,4638.5,386.54,Annual,Bank Transfer,73,Active,A+,47,False,True,10,463.85,4174.65,False,2024-10-17,
POL000431,2e944a10-0308-4d07-953f-9c645d11cb65,AG0044,Renters,Custom,2021-02-10,2022-02-10,2026-02-10,1.0,838.14,69.84,Monthly,Bank Transfer,89,Active,C+,64,True,False,2,16.76,821.38,True,2022-06-18,
POL000432,d2629b92-87bc-4fcb-9606-f8428ea81c31,AG0026,Home,Basic,2024-07-25,2025-07-25,2025-07-25,1.0,3831.33,319.28,Semi-Annual,Credit Card,80,Active,C+,72,True,True,7,268.19,3563.14,False,2025-01-27,
POL000433,6f3fba44-397a-443d-bfd3-11718ce302a6,AG0131,Life,Whole Life,2022-07-21,2052-07-20,2052-07-20,30.0,1521.5,126.79,Semi-Annual,Online Payment,98,Active,C+,70,True,False,2,30.43,1491.07,True,2025-04-15,
POL000434,1e1695da-1e4a-45a3-8dd2-953ff84624fd,AG0127,Health,Group,2022-09-19,2023-09-19,2025-09-18,1.0,11870.58,989.22,Monthly,Online Payment,74,Pending,B,90,True,False,5,593.53,11277.05,True,2024-02-10,
POL000435,51c121cb-a910-48ca-be32-d5ddf22f8546,AG0140,Professional Liability,IT,2022-03-17,2023-03-17,2026-03-16,1.0,4909.76,409.15,Annual,Credit Card,65,Active,C+,81,True,False,2,98.2,4811.56,False,2025-02-24,
POL000436,f5966455-2cac-41d9-9fc6-5cd37f25dee2,AG0066,Business Liability,Product,2020-08-15,2021-02-13,2025-08-14,0.5,6561.55,546.8,Monthly,Credit Card,72,Active,A+,59,False,False,0,0.0,6561.55,True,2023-09-21,
POL000437,3e77bf89-9509-4b37-8c94-2f0195674f39,AG0131,Life,Term,2021-10-22,2031-10-22,2031-10-22,10.0,1970.5,164.21,Monthly,Check,75,Active,C,80,False,True,15,295.58,1674.92,False,2024-09-21,
POL000438,9171b1c0-2026-4abb-a3b6-72d1c780a55f,AG0038,Auto,Third Party,2023-12-17,2024-12-16,2025-12-16,1.0,2838.23,236.52,Annual,Check,95,Active,C+,89,False,True,5,141.91,2696.32,True,2023-12-26,
POL000439,e63edcdf-9b1e-40ca-9ab0-ea689e7d297b,AG0071,Business Liability,Professional,2020-07-06,2021-07-06,2025-07-06,1.0,4161.32,346.78,Quarterly,Bank Transfer,70,Active,A+,60,True,False,2,83.23,4078.09,True,2025-01-11,"You people check walk. Direction campaign page movement program.
Pattern must culture."
POL000440,c0ae3aa7-956d-45f5-a690-f0c77e8e043a,AG0019,Auto,Liability Only,2023-03-26,2023-09-24,2025-09-23,0.5,2544.23,212.02,Annual,Online Payment,70,Active,B,57,False,True,15,381.63,2162.6,False,2023-04-30,
POL000441,8f294943-d47d-4906-ba24-8496ced260eb,AG0134,Commercial,Professional Liability,2020-08-25,2021-08-25,2025-08-25,1.0,8017.05,668.09,Quarterly,Credit Card,71,Active,C+,67,False,False,0,0.0,8017.05,True,2025-03-10,
POL000442,502a0701-9aef-4077-a0f8-73fd2ecd48a8,AG0072,Professional Liability,Consulting,2021-11-25,2022-11-25,2025-11-24,1.0,4059.32,338.28,Quarterly,Bank Transfer,85,Active,B+,45,True,True,10,405.93,3653.39,False,2023-03-01,
POL000443,1033d24c-99c2-4ae8-a8d3-1256110d1b92,AG0104,Life,Term,2022-09-22,2032-09-21,2032-09-21,10.0,1815.94,151.33,Annual,Bank Transfer,63,Active,C,63,False,True,5,90.8,1725.14,False,2024-07-06,
POL000444,c945e1cf-9f86-4407-804f-1a860b61141f,AG0018,Commercial,General Liability,2022-07-30,2023-07-30,2025-07-29,1.0,6846.42,570.54,Quarterly,Bank Transfer,92,Cancelled,A+,58,True,True,15,1026.96,5819.46,False,2023-12-26,Recognize shake pay edge some discussion along. Material next law.
POL000445,030e79ad-de4f-4101-ab04-10f29f286eb2,AG0089,Business Liability,General,2022-09-17,2023-03-18,2025-09-16,0.5,6328.51,527.38,Semi-Annual,Bank Transfer,78,Active,B+,70,False,False,0,0.0,6328.51,True,2022-11-19,
POL000446,8febe17c-dfbf-4490-8b8f-5ba8a562eb82,AG0023,Commercial,Professional Liability,2023-09-12,2024-03-12,2025-09-10,0.5,8546.02,712.17,Semi-Annual,Online Payment,90,Pending,D,79,True,False,5,427.3,8118.72,False,2024-08-30,
POL000447,42e0f365-2644-4e5e-910f-3149ab4b44f7,AG0108,Commercial,General Liability,2021-01-20,2022-01-20,2026-01-20,1.0,5399.99,450.0,Annual,Online Payment,76,Active,B+,65,False,False,0,0.0,5399.99,True,2022-09-26,
POL000448,1ebb03bc-1481-41d1-82d8-6190e2608f4f,AG0134,Home,Premium,2023-02-12,2023-08-13,2025-08-12,0.5,2937.73,244.81,Monthly,Credit Card,47,Active,A+,74,False,False,0,0.0,2937.73,True,2025-01-15,
POL000449,c581d861-31be-4238-9364-7ae59500be82,AG0047,Renters,Premium,2021-03-16,2022-03-16,2026-03-16,1.0,1436.88,119.74,Quarterly,Online Payment,82,Active,D,53,False,True,10,143.69,1293.19,True,2024-09-23,
POL000450,5055ba94-0922-46da-ab56-d87d217af51d,AG0133,Health,Family,2023-05-08,2024-05-07,2026-05-07,1.0,11573.09,964.42,Semi-Annual,Credit Card,56,Active,C+,75,False,False,0,0.0,11573.09,True,2024-12-30,
POL000451,5f100155-2dcc-44ae-a71a-05f6591bee6a,AG0139,Commercial,Property,2021-07-11,2022-07-11,2025-07-10,1.0,7814.57,651.21,Quarterly,Online Payment,80,Active,A,60,False,True,15,1172.19,6642.38,True,2024-02-21,Ago growth they. And herself stage.
POL000452,60102eaa-2b6d-4638-9503-cf9c9bebc252,AG0145,Health,Family,2023-02-06,2024-02-06,2026-02-05,1.0,8597.02,716.42,Quarterly,Credit Card,66,Active,A+,49,True,False,5,429.85,8167.17,False,2024-08-06,
POL000453,f418cc96-efe5-4024-8b0d-c18d2be804bc,AG0086,Auto,Comprehensive,2021-02-06,2022-02-06,2026-02-06,1.0,2905.63,242.14,Semi-Annual,Online Payment,95,Active,A,56,False,False,0,0.0,2905.63,False,2022-03-16,Attack rate Republican. Moment doctor score process. Form smile kid customer we.
POL000454,6d9beceb-d7eb-4200-8fbd-8a121ba442f4,AG0070,Auto,Third Party,2020-11-27,2021-11-27,2025-11-27,1.0,1558.54,129.88,Annual,Credit Card,83,Active,B,71,False,True,15,233.78,1324.76,True,2022-10-01,
POL000455,78a699a4-1764-4ec0-91aa-6cee536ff6dd,AG0035,Health,Medicare Supplement,2024-12-21,2025-12-21,2025-12-21,1.0,16413.57,1367.8,Quarterly,Online Payment,94,Active,B,62,True,False,5,820.68,15592.89,False,2025-05-26,
POL000456,e91a6aaa-7883-4863-99ba-6d004e0f7158,AG0048,Business Liability,General,2023-06-28,2024-06-27,2025-06-27,1.0,6141.12,511.76,Annual,Check,75,Active,C,51,False,False,0,0.0,6141.12,False,2025-02-02,
POL000457,fdeb2336-1f96-4b6d-b8e0-663af8f10ca9,AG0139,Life,Variable,2024-08-14,2049-08-14,2049-08-14,25.0,1483.74,123.64,Semi-Annual,Online Payment,45,Active,A+,79,False,True,15,222.56,1261.18,True,2025-04-19,Fly seven practice day from. Thank as father between life another no.
POL000458,241af587-dafc-439a-8d8c-63f3c59055cc,AG0087,Life,Variable,2024-02-26,2044-02-26,2044-02-26,20.0,1048.13,87.34,Monthly,Online Payment,48,Renewed,A+,69,False,True,13,136.26,911.87,False,2025-02-19,
POL000459,8fd28261-add8-4c0a-9d8a-b03b632001f0,AG0135,Umbrella,Standard,2020-09-03,2021-03-04,2025-09-02,0.5,1225.24,102.1,Monthly,Bank Transfer,90,Active,B,80,False,False,0,0.0,1225.24,True,2021-05-10,Hit man movement two southern television watch we.
POL000460,a13cc7b2-02a6-49b3-897a-4b6fab0b7dc8,AG0142,Life,Term,2024-03-08,2029-03-08,2029-03-08,5.0,2031.59,169.3,Semi-Annual,Bank Transfer,65,Renewed,C,52,True,False,7,142.21,1889.38,True,2024-11-15,North effort of career fund.
POL000461,08039003-0a23-4696-b832-807f6c349ce7,AG0113,Life,Universal,2021-09-06,2041-09-06,2041-09-06,20.0,1548.57,129.05,Quarterly,Check,82,Lapsed,A,88,True,False,5,77.43,1471.14,True,2024-09-01,Natural fear bad actually according question task off. Believe carry direction too. Turn wall send.
POL000462,314b4ea3-ff7d-4027-93bd-90aa9fdf01da,AG0102,Professional Liability,Medical,2020-11-17,2021-11-17,2025-11-17,1.0,2600.22,216.68,Semi-Annual,Check,65,Active,B+,62,False,True,5,130.01,2470.21,True,2024-11-08,
POL000463,22d5dcb4-bc28-4cb1-baf3-33e145c3c231,AG0027,Auto,Third Party,2021-03-04,2022-03-04,2026-03-04,1.0,2347.87,195.66,Annual,Online Payment,67,Active,D,78,False,True,10,234.79,2113.08,True,2024-05-28,
POL000464,7d95d415-8bd0-42fd-b3ad-d5e3ded51ba7,AG0005,Home,Basic,2022-07-16,2023-07-16,2025-07-15,1.0,3469.15,289.1,Monthly,Online Payment,93,Active,B+,57,True,False,2,69.38,3399.77,False,2023-02-27,
POL000465,e2e29f5c-073f-42cf-ac50-bf96ec17e8db,AG0015,Life,Universal,2024-06-29,2044-06-29,2044-06-29,20.0,2200.08,183.34,Quarterly,Credit Card,52,Renewed,C,100,False,True,18,396.01,1804.07,False,2024-09-17,
POL000466,d8c4c326-513d-4163-9bee-402c17b40adc,AG0077,Umbrella,Extended,2024-04-19,2024-10-18,2025-10-18,0.5,746.71,62.23,Monthly,Check,72,Active,B+,75,False,False,0,0.0,746.71,False,2024-06-12,
POL000467,14b32741-bc3d-4164-ad02-86bc12e798d9,AG0096,Auto,Third Party,2023-06-05,2024-06-04,2025-06-04,1.0,2845.45,237.12,Quarterly,Online Payment,64,Active,D,77,False,False,0,0.0,2845.45,True,2024-09-02,Here born dog guess all. Law never simple partner commercial process after. Effect election same.
POL000468,b854dc32-365f-46fe-a0bf-79ec76b284c3,AG0083,Business Liability,Professional,2024-05-08,2025-05-08,2026-05-08,1.0,5219.46,434.96,Quarterly,Credit Card,89,Active,A+,75,True,True,17,887.31,4332.15,False,2025-01-03,
POL000469,9c086a52-72f4-4df0-a35c-fc646993e423,AG0072,Auto,Full Coverage,2022-02-07,2023-02-07,2026-02-06,1.0,2687.4,223.95,Quarterly,Bank Transfer,100,Active,C+,68,True,False,2,53.75,2633.65,False,2023-04-22,
POL000470,04d82d50-5d3b-409a-bba6-cb6daa87edf8,AG0100,Business Liability,Professional,2022-12-28,2023-12-28,2025-12-27,1.0,6476.91,539.74,Semi-Annual,Online Payment,71,Cancelled,B+,74,True,True,10,647.69,5829.22,False,2024-03-16,Part night score task television. Place whose actually lead think close.
POL000471,c4d1a07c-9db0-4959-8db5-cb6120dd43d1,AG0112,Professional Liability,Medical,2025-03-01,2026-03-01,2026-03-01,1.0,6052.21,504.35,Annual,Check,81,Active,C+,74,False,False,0,0.0,6052.21,False,2025-05-10,
POL000472,275649b2-6355-43dc-b6e9-398abe58cc07,AG0036,Commercial,Workers Comp,2024-03-22,2024-09-20,2025-09-20,0.5,6666.67,555.56,Quarterly,Check,55,Active,A,75,True,False,2,133.33,6533.34,False,2024-10-01,Read but this loss order. There ball well point economy.
POL000473,629befde-6d01-477e-a396-2886ac798906,AG0084,Umbrella,Standard,2025-03-01,2026-03-01,2026-03-01,1.0,1271.21,105.93,Annual,Bank Transfer,69,Active,C+,65,False,False,0,0.0,1271.21,True,2025-05-16,Require loss against leg. Civil light media perhaps huge light. Suddenly personal bit.
POL000474,fbde6d39-4fc2-4478-9beb-54b1b01abb71,AG0113,Home,Basic,2023-03-13,2024-03-12,2026-03-12,1.0,4431.51,369.29,Annual,Online Payment,75,Active,B,60,False,False,0,0.0,4431.51,True,2023-11-22,
POL000475,207161b7-bf20-47db-8bf2-6eb7eb1e98d5,AG0128,Auto,Liability Only,2022-04-04,2022-10-03,2025-10-02,0.5,2452.01,204.33,Annual,Bank Transfer,57,Active,C+,40,False,False,0,0.0,2452.01,False,2025-04-26,
POL000476,18f38efd-47ef-4ec4-afe2-6649229761af,AG0003,Professional Liability,Consulting,2021-03-13,2022-03-13,2026-03-13,1.0,6053.11,504.43,Semi-Annual,Bank Transfer,100,Active,C,78,True,False,5,302.66,5750.45,False,2021-12-10,
POL000477,130bdf12-4c1a-481d-9e08-c19f108d0fde,AG0054,Commercial,Professional Liability,2020-12-18,2021-12-18,2025-12-18,1.0,5338.65,444.89,Monthly,Online Payment,73,Active,B,63,False,False,0,0.0,5338.65,False,2022-12-21,
POL000478,2879e0ee-d2ad-405b-be8f-0f48da310097,AG0019,Home,Basic,2024-01-20,2025-01-19,2026-01-19,1.0,1775.47,147.96,Monthly,Check,31,Active,A,63,False,True,15,266.32,1509.15,False,2024-03-04,
POL000479,874a77ca-951b-4c01-9b1e-f15915b04df1,AG0065,Professional Liability,Consulting,2022-04-05,2023-04-05,2026-04-04,1.0,3856.54,321.38,Semi-Annual,Credit Card,85,Active,B,83,False,False,0,0.0,3856.54,True,2022-09-20,
POL000480,0e09c738-a683-4540-90e4-ebe634434ab0,AG0086,Umbrella,Standard,2023-09-18,2024-09-17,2025-09-17,1.0,852.08,71.01,Monthly,Credit Card,84,Active,D,73,True,True,12,102.25,749.83,True,2024-01-11,Be beyond material head early fill current hot. Newspaper want five recent specific.
POL000481,75ba7fbe-5570-4a99-b445-b007c85e8ead,AG0144,Renters,Premium,2025-05-08,2026-05-08,2026-05-08,1.0,1367.47,113.96,Semi-Annual,Online Payment,94,Active,D,68,False,True,10,136.75,1230.72,True,2025-05-18,
POL000482,a592fb9a-5898-4570-987c-a8f38637211b,AG0119,Health,Family,2024-11-16,2025-05-17,2025-11-15,0.5,9776.41,814.7,Quarterly,Bank Transfer,91,Active,A+,67,True,True,7,684.35,9092.06,True,2024-12-01,Election simply hospital. Tend religious market into fire people begin.
POL000483,98b369ce-46b1-468c-9313-c8a65ee390a7,AG0081,Commercial,Business Interruption,2024-08-15,2025-08-15,2025-08-15,1.0,6122.61,510.22,Semi-Annual,Online Payment,61,Pending,B+,59,False,False,0,0.0,6122.61,True,2025-02-20,Doctor nature respond gun yeah say. Tend benefit cover lot some American reveal population.
POL000484,7080de37-9244-49c7-be0f-fdf2b96f3919,AG0033,Health,Family,2025-04-24,2026-04-24,2026-04-24,1.0,7412.95,617.75,Monthly,Bank Transfer,59,Renewed,C,79,False,False,3,222.39,7190.56,False,2025-05-29,
POL000485,7142e71d-4c01-404a-a91f-54016482dec2,AG0100,Commercial,Business Interruption,2023-04-05,2024-04-04,2026-04-04,1.0,6700.47,558.37,Monthly,Check,63,Active,D,59,False,True,15,1005.07,5695.4,False,2023-11-06,
POL000486,efcf685c-3dcf-480a-8387-40064bb0485a,AG0049,Professional Liability,IT,2025-03-17,2026-03-17,2026-03-17,1.0,5355.6,446.3,Annual,Credit Card,85,Active,C,75,True,False,5,267.78,5087.82,False,2025-04-03,
POL000487,74cfdf62-0e6a-47eb-b196-eac8f39533e6,AG0147,Professional Liability,Medical,2024-02-23,2025-02-22,2026-02-22,1.0,3362.65,280.22,Annual,Credit Card,89,Active,C+,78,True,True,12,403.52,2959.13,False,2024-12-12,West year open you. Pattern protect authority when open past area. Last forward food growth.
POL000488,21464613-2fcf-4b3e-8b34-5f770c41d65c,AG0100,Umbrella,Extended,2024-03-13,2025-03-13,2026-03-13,1.0,1051.37,87.61,Semi-Annual,Check,63,Lapsed,A,72,True,False,7,73.6,977.77,False,2024-07-07,
POL000489,51798abc-661f-4f60-aa17-be80b3a77347,AG0133,Auto,Liability Only,2025-02-28,2026-02-28,2026-02-28,1.0,2220.98,185.08,Quarterly,Credit Card,76,Active,A+,60,True,True,10,222.1,1998.88,True,2025-04-17,
POL000490,fcf3ccdf-1838-4994-a7b1-9e34a258e030,AG0084,Professional Liability,IT,2021-11-17,2022-05-18,2025-11-16,0.5,3312.32,276.03,Semi-Annual,Credit Card,58,Active,A+,63,False,False,0,0.0,3312.32,True,2025-01-07,
POL000491,460fd244-8575-4d97-af17-6b9dd0624abf,AG0122,Business Liability,General,2022-03-10,2022-09-08,2025-09-07,0.5,6443.3,536.94,Annual,Online Payment,100,Active,C+,67,True,True,7,451.03,5992.27,False,2023-12-02,Seek prepare something. Society top letter writer. Which perhaps live people.
POL000492,5ad8bad8-963a-48a1-a8d2-20f1cbca300d,AG0042,Health,Group,2021-02-12,2022-02-12,2026-02-12,1.0,12025.36,1002.11,Semi-Annual,Bank Transfer,93,Active,B+,66,False,True,10,1202.54,10822.82,True,2024-03-10,Different leave get close trip. Town store mean growth.
POL000493,45d384c5-3680-403f-b2c7-6dac4deeb969,AG0066,Auto,Liability Only,2024-03-26,2025-03-26,2026-03-26,1.0,2671.11,222.59,Quarterly,Check,88,Active,C,82,False,False,0,0.0,2671.11,True,2025-04-25,Suffer what production claim. Church indeed throughout decision phone democratic moment.
POL000494,75c3ae54-9d0b-4a57-986b-0408eb31f59d,AG0088,Umbrella,Extended,2024-10-01,2025-10-01,2025-10-01,1.0,958.6,79.88,Annual,Check,89,Active,C+,76,False,True,10,95.86,862.74,True,2025-05-23,Hard audience stand north by collection with. Treatment everything affect might likely above in.
POL000495,6b714482-9390-46e7-9767-a8c6dac04f05,AG0044,Life,Term,2023-01-03,2033-01-02,2033-01-02,10.0,1974.08,164.51,Semi-Annual,Bank Transfer,95,Active,A+,76,False,True,5,98.7,1875.38,True,2023-06-10,
POL000496,07fca265-c827-4db6-8434-e7cf10519890,AG0118,Umbrella,Extended,2022-12-02,2023-06-02,2025-06-01,0.5,1278.61,106.55,Annual,Credit Card,100,Active,C+,52,False,False,0,0.0,1278.61,True,2025-03-19,
POL000497,8ad7f7c1-49f4-4ba3-97cc-d8555ad80ca9,AG0084,Commercial,Workers Comp,2020-06-14,2021-06-14,2025-06-14,1.0,8700.31,725.03,Semi-Annual,Online Payment,80,Active,B,75,True,True,10,870.03,7830.28,False,2021-05-27,
POL000498,4f564845-a175-4fa2-af5e-512b459cba07,AG0041,Business Liability,General,2022-04-15,2022-10-14,2025-10-13,0.5,6889.56,574.13,Quarterly,Check,60,Active,B+,78,False,False,0,0.0,6889.56,False,2022-05-08,
POL000499,506cc897-6ddd-4a80-b759-af3bee2e6f17,AG0004,Commercial,Professional Liability,2022-06-03,2023-06-03,2025-06-02,1.0,5195.2,432.93,Quarterly,Credit Card,52,Pending,A+,64,True,True,20,1039.04,4156.16,False,2022-06-04,Standard traditional hour carry network. Police everything small purpose present describe official.
